schema,cell_id,scale,selection_replicate,duty_id,trip_count,instance_file_sha256,duty_ordered_trip_sequence_sha256,known_partition_continuously_feasible,known_partition_in_primary_expanded_space,fixed_sequence_pricing_certified,first_feasible_soc_step,first_feasible_block_min,nonrepresentability_reason,grid_outcome_count,v1_parity_verified,trip_identity_schema
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s2,13,2,13411,14,8a70d12b28a0474e0a488194a79f47ce322394c6f109513bb7525788342bcc48,2fbf856bd5955eb8ce2bbad32f135400ec9dbc46d755cc471555eccd46aab39b,True,False,False,,,no fixed-duty transition 136->155;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s2,13,2,13412,15,8a70d12b28a0474e0a488194a79f47ce322394c6f109513bb7525788342bcc48,5108808dce1a46f649b30388164c5110618d6ffa14ba372b9fbb88e0fc475898,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s2,13,2,13413,15,8a70d12b28a0474e0a488194a79f47ce322394c6f109513bb7525788342bcc48,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,True,False,False,,,no fixed-duty transition 128->147;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13303,54,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,e6d0520fc61bfd5eb67c85ad1a19636d4f3058b0a4ed433965de31707ab3d27c,True,False,False,,,no fixed-duty transition 88->91;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13305,30,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,74dff6b15bcaf2d172bb850a62f131480ca1bf559c1607eb76e12ac18d82899b,True,False,False,,,no fixed-duty transition 93->103;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13310,24,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,dcfe4d18847b249928320cf3a081c134eed6730aed99fa38fc738ff43225c583,True,False,False,,,no fixed-duty transition 121->125;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13311,14,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,93eb9b821c357d7c7aa435b98735aa2f7255989c32462fcae9f55cefc97eeb92,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13314,16,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,48581e901c871d42412b2f3a3cc1189b831a3f0997a72b01203c9ba6560678b0,True,False,False,,,no fixed-duty transition 214->226;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13315,31,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,ea62524e437aa09f55fdb5145d553719c277ffd365c2a6c0f6a239cc255dd85a,True,False,False,,,no fixed-duty transition 96->98;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13316m,23,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,c23ae04b38aa5cfeee1ecbe9ce9a8cfb669889c2390de772481d08b98a6c26fc,True,False,False,,,no fixed-duty transition 212->219;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13319,27,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,5e89d69b91afd3b597c1d04f392b386c87ed396e165f8c9e49a452aab006dc2e,True,False,False,,,no fixed-duty transition 269->273;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13321,22,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,46f2362ba94594407c036359b0919a1d82bce7f286982820b31c72ec972d2939,True,False,False,,,no fixed-duty transition 310->315;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13325,42,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,727e0559412efe018e12916f4f306f5d8cb96485f2570c39ef520e5ef28adbf0,True,False,False,,,no fixed-duty transition 130->137;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13404,17,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,d0a70aff5e47cb3e0cfa93a1f8cee017de70d0aa434e45d5a482b1fbdd95716a,True,False,False,,,no fixed-duty transition 136->153;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13408,11,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,088748acfa33d194fa44e6809e6bf829b4230475cb2988ba9e708ce0bf18a874,True,False,False,,,no fixed-duty transition 107->128;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k13_s3,13,3,13411,14,dedd0e5837ca8b01504d3778319fe48b39ad9037a5d7c8665ab123fac7da4baa,2fbf856bd5955eb8ce2bbad32f135400ec9dbc46d755cc471555eccd46aab39b,True,False,False,,,no fixed-duty transition 151->172;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13301,36,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,7987d941cd051a7d32a09d65a210b82201e16d3e98ee40c6b9123449ed4fab1d,True,False,False,,,no fixed-duty transition 281->295;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13305,30,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,74dff6b15bcaf2d172bb850a62f131480ca1bf559c1607eb76e12ac18d82899b,True,False,False,,,no fixed-duty transition 118->132;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13308,31,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,55031c14f155caac397b180cb979a90d51d47f4d5cab4068d875b7b3a0815fbc,True,False,False,,,no fixed-duty transition 329->343;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13314,16,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,48581e901c871d42412b2f3a3cc1189b831a3f0997a72b01203c9ba6560678b0,True,False,False,,,no fixed-duty transition 292->306;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13315,31,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,ea62524e437aa09f55fdb5145d553719c277ffd365c2a6c0f6a239cc255dd85a,True,False,False,,,no fixed-duty transition 121->126;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13317,37,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,9227b81028d9e24dade2a5fcc5ec44283e47673ad7ec148dfd961f55d067afbc,True,False,False,,,no fixed-duty transition 148->160;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13319,27,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,5e89d69b91afd3b597c1d04f392b386c87ed396e165f8c9e49a452aab006dc2e,True,False,False,,,no fixed-duty transition 366->372;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13322,26,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,e4a831817da57ac646d13e696f3928d5934a2fb4d445c13d71177e34c8740675,True,False,False,,,no fixed-duty transition 161->170;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13323,8,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,6417017ba38dc24b35cbe87c27d8128c938ede3921293c23a72f2ad948e4e09d,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13325,42,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,727e0559412efe018e12916f4f306f5d8cb96485f2570c39ef520e5ef28adbf0,True,False,False,,,no fixed-duty transition 169->184;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13326,21,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,0a5ad539fafae8419632af9f0cc2a8c7a0e6909051b34d592303d25f97622ab3,True,False,False,,,no fixed-duty transition 197->209;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13402,17,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,a2ef21ed819ac58e0609917c779c0994caf18bae110226c8b91f196cd928d912,True,False,False,,,no fixed-duty transition 237->268;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13404,17,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,d0a70aff5e47cb3e0cfa93a1f8cee017de70d0aa434e45d5a482b1fbdd95716a,True,False,False,,,no fixed-duty transition 183->213;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13406,14,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,352e0d8eca2de5341bc7e7e2b00acad7851d2b5eebf64bb4cfeaf610652c5b88,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13407,17,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,bb2c6104f753e4d92fa6e025a521e375f9d6f275e66a3a72de47e505d57616bf,True,False,False,,,no fixed-duty transition 362->378;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13409,17,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,358186f5a23fd98a2776d654e119a1f8c65799300b8b5aeab80377c08a55eb32,True,False,False,,,no fixed-duty transition 147->173;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13410,15,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,69df504180bcbcb9d928f42e91f3b2c752b6a6fe7469f149961b907b6a6514ce,True,False,False,,,no fixed-duty transition 220->247;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13411,14,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,2fbf856bd5955eb8ce2bbad32f135400ec9dbc46d755cc471555eccd46aab39b,True,False,False,,,no fixed-duty transition 211->240;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13413,15,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,True,False,False,,,no fixed-duty transition 192->226;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s1,20,1,13414,12,d976b955d151fd8d55be3c55ef96081214fc78ad5012900bb620264d2131c160,b591009977b72b269bc6f903f4e58b8a376efb8646da5212e6c9845829ec2862,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13302,50,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,9af66f188ade30370a63a3983b6727b0e03fae59f0159dd0f1bfe47c9e76c3f1,True,False,False,,,no fixed-duty transition 111->113;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13304,37,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,eb3931d1e3fa96f1ca4a74b832443b86ea33e4523a946f4715a8778bf6c6217c,True,False,False,,,no fixed-duty transition 391->397;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13305,30,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,74dff6b15bcaf2d172bb850a62f131480ca1bf559c1607eb76e12ac18d82899b,True,False,False,,,no fixed-duty transition 121->135;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13306,30,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,5d3fbd1bf00c639d98bc0194e24f6166a31ad823fb44602e8ba407669ab2d2d2,True,False,False,,,no fixed-duty transition 110->119;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13313,37,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,70081a1801675760397f7d8f930f77f0e47842b44f4e5a39444cb289f42f1fb1,True,False,False,,,no fixed-duty transition 170->177;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13316uwt,21,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,4dcd4a0648f081669dcbfb4fe995edb34da35e9d0d3f5fb57b1501dd8cf81b21,True,False,False,,,no fixed-duty transition 282->298;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13319,27,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,5e89d69b91afd3b597c1d04f392b386c87ed396e165f8c9e49a452aab006dc2e,True,False,False,,,no fixed-duty transition 377->384;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13321,22,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,46f2362ba94594407c036359b0919a1d82bce7f286982820b31c72ec972d2939,True,False,False,,,no fixed-duty transition 445->452;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13322,26,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,e4a831817da57ac646d13e696f3928d5934a2fb4d445c13d71177e34c8740675,True,False,False,,,no fixed-duty transition 168->180;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13324t,18,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,9e85bf42f49f9d6181b51de24d8c5829acb5f82ca4cbf2e6264631da1b0330ab,True,False,False,,,no fixed-duty transition 161->169;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13325,42,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,727e0559412efe018e12916f4f306f5d8cb96485f2570c39ef520e5ef28adbf0,True,False,False,,,no fixed-duty transition 179->192;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13403,14,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,4a1b851c743ecb23dfac34686192ea00bce82f719341df599765f48c79296488,True,False,False,,,no fixed-duty transition 259->297;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13404,17,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,d0a70aff5e47cb3e0cfa93a1f8cee017de70d0aa434e45d5a482b1fbdd95716a,True,False,False,,,no fixed-duty transition 191->214;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13405,13,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,238ede6c93534f42780498e601110ef27dc124ead38464dc96483a89e2050638,True,False,False,,,no fixed-duty transition 129->158;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13407,17,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,bb2c6104f753e4d92fa6e025a521e375f9d6f275e66a3a72de47e505d57616bf,True,False,False,,,no fixed-duty transition 373->395;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13408,11,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,088748acfa33d194fa44e6809e6bf829b4230475cb2988ba9e708ce0bf18a874,True,False,False,,,no fixed-duty transition 148->176;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13409,17,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,358186f5a23fd98a2776d654e119a1f8c65799300b8b5aeab80377c08a55eb32,True,False,False,,,no fixed-duty transition 156->182;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13412,15,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,5108808dce1a46f649b30388164c5110618d6ffa14ba372b9fbb88e0fc475898,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13413,15,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,475dc16737406cb49efbc199851c630d344fdf797b99e84b6d7c777a0c0e72d5,True,False,False,,,no fixed-duty transition 198->224;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s2,20,2,13414,12,7e91aa2de9707425ed5ebeb440ccea2d8194e7b8d8c6faa28946f839b2ed886a,b591009977b72b269bc6f903f4e58b8a376efb8646da5212e6c9845829ec2862,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13301,36,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,7987d941cd051a7d32a09d65a210b82201e16d3e98ee40c6b9123449ed4fab1d,True,False,False,,,no fixed-duty transition 288->301;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13302,50,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,9af66f188ade30370a63a3983b6727b0e03fae59f0159dd0f1bfe47c9e76c3f1,True,False,False,,,no fixed-duty transition 121->127;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13304,37,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,eb3931d1e3fa96f1ca4a74b832443b86ea33e4523a946f4715a8778bf6c6217c,True,False,False,,,no fixed-duty transition 384->388;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13305,30,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,74dff6b15bcaf2d172bb850a62f131480ca1bf559c1607eb76e12ac18d82899b,True,False,False,,,no fixed-duty transition 131->142;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13309,22,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,d1d03c5f788c10f4a8d78a5647fd277f90a3594006fbe250eca27867565655a4,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13310,24,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,dcfe4d18847b249928320cf3a081c134eed6730aed99fa38fc738ff43225c583,True,False,False,,,no fixed-duty transition 166->173;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13311,14,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,93eb9b821c357d7c7aa435b98735aa2f7255989c32462fcae9f55cefc97eeb92,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13313,37,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,70081a1801675760397f7d8f930f77f0e47842b44f4e5a39444cb289f42f1fb1,True,False,False,,,no fixed-duty transition 170->177;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13314,16,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,48581e901c871d42412b2f3a3cc1189b831a3f0997a72b01203c9ba6560678b0,True,False,False,,,no fixed-duty transition 297->315;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13316m,23,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,c23ae04b38aa5cfeee1ecbe9ce9a8cfb669889c2390de772481d08b98a6c26fc,True,False,False,,,no fixed-duty transition 291->306;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13323,8,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,6417017ba38dc24b35cbe87c27d8128c938ede3921293c23a72f2ad948e4e09d,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13326,21,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,0a5ad539fafae8419632af9f0cc2a8c7a0e6909051b34d592303d25f97622ab3,True,False,False,,,no fixed-duty transition 204->215;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13401,12,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,fb081e5b4f9e108d78f71ff74ea2b759d21de2e49e45cfb5132bab4555eb615e,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13403,14,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,4a1b851c743ecb23dfac34686192ea00bce82f719341df599765f48c79296488,True,False,False,,,no fixed-duty transition 265->304;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13404,17,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,d0a70aff5e47cb3e0cfa93a1f8cee017de70d0aa434e45d5a482b1fbdd95716a,True,False,False,,,no fixed-duty transition 189->218;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13405,13,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,238ede6c93534f42780498e601110ef27dc124ead38464dc96483a89e2050638,True,False,False,,,no fixed-duty transition 139->158;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13406,14,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,352e0d8eca2de5341bc7e7e2b00acad7851d2b5eebf64bb4cfeaf610652c5b88,True,True,True,15.0,10,,1,True,evsp-dr-trip-identity-v1
evsp-dr-scale-ladder-duty-membership-summary-v2,k20_s3,20,3,13409,17,1f3a770cc9463d238be8851f0fb8bdff57c5a87ae9d1799a32a0047ba6e595a2,358186f5a23fd98a2776d654e119a1f8c65799300b8b5aeab80377c08a55eb32,True,False,False,,,no fixed-duty transition 157->181;adaptive_sensitivity_not_run_scale_gt5,1,True,evsp-dr-trip-identity-v1
