From,To,Duration,Energy used
5125,1410,9,12.0
5125,1760,25,29.2
5125,2350,11,13.0
5125,2350C,11,13.0
5125,2530,10,9.2
5125,2530C,10,9.2
5125,3180,18,31.8
5125,3245,7,7.4
5125,3640,18,22.6
5125,3680,20,33.0
5125,3680C,20,33.0
5125,4100,11,16.4
5125,4485,18,24.2
5125,4490,19,29.8
5125,4760,11,16.4
5125,4760C,11,16.4
5125,5175,4,5.0
5125,5180,25,24.2
5125,5767,8,10.2
5125,7485,20,31.6
5125,7630,3,3.6
5125,8566,24,38.8
5125,8570,17,19.4
5125,9620,16,20.0
5125,BGM,17,19.4
5125,FTU,8,9.2
5125,JBX,10,9.8
5125,KEX,24,38.8
5125,KEXC,24,38.8
5147,13215,19,28.4
5147,13514,21,32.0
5147,14001,28,47.0
5147,14715,29,54.8
5147,14948,27,53.8
5147,17320,11,20.4
5147,18711,35,65.0
5147,19205,40,90.2
5147,19235,42,89.2
5147,3127,21,40.0
5147,3127C,21,40.0
5147,3180,26,41.6
5147,3215,34,67.6
5147,3860,17,29.6
5147,4485,34,73.6
5147,4490,24,42.6
5147,4510,22,41.8
5147,4760,28,54.0
5147,4945,25,38.0
5147,5180,25,40.0
5147,5421,30,60.0
5147,5865,32,73.2
5147,6125,40,79.6
5147,6225,4,3.0
5147,6480,21,35.2
5147,7300,25,42.2
5147,7488,30,57.0
5147,7498,32,56.8
5147,GRIX,30,49.2
5147,HED_P,21,40.0
5147,PARX,14,23.4
5175,1119,4,5.2
5175,1130,15,24.8
5175,1179,11,12.6
5175,1179C,12,15.4
5175,1410,6,7.6
5175,1760,17,26.0
5175,2350,7,8.6
5175,2350C,8,8.6
5175,2530,6,6.2
5175,2530C,6,6.2
5175,3180,16,27.4
5175,3245,4,4.0
5175,3640,12,19.8
5175,3680,15,29.0
5175,3680C,18,30.0
5175,4100,8,12.2
5175,4485,17,22.6
5175,4490,15,25.6
5175,4760,8,13.0
5175,4760C,8,13.0
5175,5125,4,5.0
5175,5180,14,24.2
5175,5767,4,5.8
5175,7485,17,27.2
5175,7630,1,1.7
5175,8566,18,30.0
5175,8570,10,14.0
5175,9620,13,15.8
5175,BGM,10,14.0
5175,FTU,6,6.2
5175,HEDU,18,22.8
5175,JBX,9,6.4
5175,KEX,18,30.0
5175,KEXC,18,30.0
5180,1119,20,19.2
5180,1130,17,23.4
5180,1179,19,22.2
5180,1179C,19,22.2
5180,13215,11,19.6
5180,13330,22,31.0
5180,13514,24,32.0
5180,14001,26,47.0
5180,1410,14,17.8
5180,14715,29,52.8
5180,14948,23,47.2
5180,17320,34,68.0
5180,1760,3,2.0
5180,18110,27,0.0
5180,19205,33,56.8
5180,19235,30,50.4
5180,2350,20,21.2
5180,2350C,20,21.2
5180,2530,12,20.6
5180,2530C,12,20.6
5180,3127,10,3.8
5180,3127C,10,3.8
5180,3180,6,4.0
5180,3215,22,35.4
5180,3235,18,30.2
5180,3245,17,24.4
5180,3640,7,4.4
5180,3680,16,17.0
5180,3680C,16,17.0
5180,3860,18,26.4
5180,4100,9,11.8
5180,4485,23,36.8
5180,4490,13,16.4
5180,4760,11,16.8
5180,4760C,10,17.6
5180,5125,25,24.2
5180,5147,25,40.0
5180,5175,14,22.4
5180,5767,14,20.6
5180,5865,21,36.4
5180,6125,22,46.8
5180,6225,28,45.2
5180,7485,18,25.4
5180,7488,15,24.0
5180,7630,20,20.6
5180,8566,12,7.6
5180,8570,12,7.4
5180,9620,16,22.8
5180,BGM,12,7.4
5180,GRIX,13,14.0
5180,HED_P,10,3.8
5180,KEX,12,7.6
5180,KEXC,12,7.6
5180,MYT_P,27,34.0
5180,PAGX,17,20.8
5180,PARX,15,21.8
5421,13215,22,42.0
5421,13514,25,47.6
5421,17320,30,84.0
5421,19205,13,30.8
5421,19235,15,30.0
5421,3215,19,41.4
5421,3860,22,51.2
5421,4485,13,16.4
5421,5147,30,60.0
5421,5865,10,16.0
5421,6125,12,22.6
5421,6225,34,62.8
5421,8566,16,30.8
5421,8570,10,14.8
5421,BGM,10,14.8
5421,GRIX,24,34.6
5421,KEX,16,30.8
5421,KEXC,16,30.8
5421,PARX,26,43.2
5460,7470,8,6.6
5460,7880,8,8.6
5460,PAGX,12,17.6
5630,JBX,16,15.2
5710,BGM,4,3.0
5710,KEX,15,19.6
5710,KEXC,15,19.6
5767,1119,1,0.6
5767,1130,15,22.8
5767,1179,12,16.8
5767,1179C,13,16.2
5767,1410,3,3.6
5767,1760,15,24.0
5767,2350,3,3.2
5767,2350C,3,3.2
5767,2530,7,5.8
5767,2530C,7,5.8
5767,3180,15,25.4
5767,3245,9,10.6
5767,3640,12,17.8
5767,3680,19,30.8
5767,3680C,19,30.8
5767,4100,7,10.0
5767,4485,18,25.2
5767,4490,15,23.6
5767,4760,9,14.6
5767,4760C,9,15.0
5767,5125,8,10.2
5767,5175,4,5.8
5767,5180,13,22.0
5767,7485,15,25.2
5767,7630,5,6.8
5767,9620,10,10.0
5767,KEX,19,28.2
5767,KEXC,18,28.0
5865,1130,23,40.2
5865,13215,31,67.8
5865,13514,34,66.6
5865,14715,38,86.8
5865,17320,38,98.6
5865,18711,32,63.8
5865,19205,20,25.2
5865,19235,14,23.6
5865,3127,24,30.8
5865,3127C,24,30.8
5865,3180,25,47.4
5865,3215,26,54.6
5865,3860,33,69.6
5865,4485,6,7.2
5865,4490,24,40.6
5865,4510,15,25.8
5865,4760,18,28.0
5865,4945,30,43.6
5865,5147,32,73.2
5865,5180,21,36.4
5865,5421,10,16.0
5865,6125,6,6.8
5865,6225,37,75.8
5865,6480,23,42.6
5865,7300,24,29.6
5865,7488,27,45.8
5865,7492,23,41.4
5865,7498,21,40.0
5865,8566,26,45.4
5865,8570,23,31.0
5865,BGM,23,31.0
5865,GRIX,31,49.0
5865,HED_P,24,30.8
5865,KEX,26,45.4
5865,KEXC,26,45.4
5865,PAGX,33,64.0
5865,PARX,36,58.0
6125,1130,24,45.4
6125,12110,19,35.8
6125,12114,19,36.4
6125,12115,19,36.4
6125,12232,20,34.8
6125,12423,22,39.8
6125,12542,25,44.2
6125,12610,18,26.0
6125,12636,20,28.4
6125,12666,20,31.8
6125,12711,11,17.8
6125,12736,14,21.6
6125,12880,22,40.6
6125,13215,28,69.6
6125,13514,30,69.0
6125,14001,38,91.0
6125,17320,52,105.4
6125,18110,30,50.2
6125,18711,33,45.8
6125,19205,8,11.6
6125,19235,7,8.4
6125,2530,15,27.0
6125,2530C,14,25.6
6125,3127,24,37.6
6125,3127C,25,38.0
6125,3180,27,49.6
6125,3215,30,61.0
6125,3235,9,14.8
6125,3640,21,34.6
6125,3860,40,70.6
6125,4485,10,15.2
6125,4490,23,46.0
6125,4510,17,33.0
6125,4760,14,29.0
6125,4760C,17,32.2
6125,4945,24,47.0
6125,5147,40,79.6
6125,5180,22,46.8
6125,5421,12,22.6
6125,5865,6,6.8
6125,6225,35,82.4
6125,6480,23,49.2
6125,7300,24,35.2
6125,7488,24,46.2
6125,7492,25,48.0
6125,7498,22,46.2
6125,8566,26,52.2
6125,8570,25,34.2
6125,BGM,25,34.2
6125,GRIX,33,55.4
6125,GVX,25,50.6
6125,HEDL,25,38.0
6125,HED_P,25,38.0
6125,KEX,26,52.2
6125,KEXC,26,52.2
6125,MÖLCL,20,35.2
6125,MÖLC_P,20,35.2
6125,PARX,36,64.8
6145,KEX,10,9.0
6225,13215,18,37.4
6225,13514,23,41.0
6225,14948,32,58.0
6225,17320,11,21.4
6225,19205,40,93.0
6225,19235,42,89.8
6225,3127,25,45.0
6225,3127C,25,45.0
6225,3180,27,57.2
6225,3215,39,68.8
6225,3860,19,32.2
6225,4485,41,78.8
6225,4490,26,45.4
6225,4510,29,44.8
6225,4945,28,42.6
6225,5147,4,3.0
6225,5180,28,45.2
6225,5421,34,62.8
6225,5865,37,75.8
6225,6125,35,82.4
6225,6480,23,38.0
6225,7300,26,44.8
6225,7488,32,63.2
6225,7498,34,64.4
6225,GRIX,32,52.0
6225,HED_P,25,45.0
6225,KRC_P,27,50.0
6225,PAGX,17,27.0
6225,PARX,17,27.0
6242,1760,6,2.4
6242,2530,15,18.6
6242,3180,10,6.2
6242,4760,14,15.8
6242,HPU,10,6.2
6242,KEX,10,7.8
6260,BGM,6,4.4
6260,KEX,10,15.8
6260,KEXC,10,15.8
6480,13215,10,16.2
6480,13311,11,18.6
6480,13329,16,23.2
6480,13330,11,21.8
6480,13410,15,24.8
6480,13421,12,23.4
6480,13514,11,21.8
6480,14001,20,44.2
6480,14715,25,46.4
6480,14948,24,49.4
6480,17320,27,58.2
6480,18711,19,31.4
6480,19205,23,57.0
6480,19235,25,47.6
6480,3127,8,3.8
6480,3127C,7,3.8
6480,3215,28,40.8
6480,3235,19,36.6
6480,3860,14,23.2
6480,4485,23,42.8
6480,4945,5,3.8
6480,5147,21,35.2
6480,5865,23,42.6
6480,6125,23,49.2
6480,6225,23,38.0
6480,7300,8,5.6
6480,7488,15,25.8
6480,7492,16,27.6
6480,7581,9,7.0
6480,7880,8,9.6
6480,GRIX,18,14.4
6480,HED_P,7,3.8
6480,JON_P,15,24.8
6480,PAGX,18,17.8
6480,PARX,11,17.6
6650,13215,17,37.2
6650,3215,14,17.2
6650,3860,17,32.8
6650,GRIX,19,20.8
6650,PAGX,20,40.0
6650,PARX,26,38.8
7200,BGM,1,0.0
7300,13215,14,21.0
7300,13330,19,25.2
7300,13514,19,26.2
7300,14001,27,48.8
7300,14715,29,51.8
7300,14948,27,50.0
7300,17320,29,63.0
7300,18711,21,32.6
7300,19205,30,49.6
7300,19235,27,42.6
7300,2350,20,23.2
7300,2350C,20,23.2
7300,3127,3,2.2
7300,3127C,3,2.2
7300,3215,22,38.2
7300,3235,13,20.4
7300,3860,21,28.2
7300,4485,22,29.0
7300,4510,7,3.4
7300,4760,11,9.6
7300,4760C,11,9.6
7300,4945,5,2.8
7300,5147,25,42.2
7300,5865,24,29.6
7300,6125,24,35.2
7300,6225,26,44.8
7300,6480,8,5.6
7300,7488,16,23.6
7300,8570,11,9.0
7300,BGM,11,9.0
7300,GRIX,19,15.2
7300,HED_P,3,2.2
7300,HEDU,3,2.2
7300,KEX,14,13.4
7300,KEXC,14,13.4
7300,PARX,16,22.6
7340,2100,4,2.2
7340,4760,7,7.4
7340,KEX,16,12.4
7340,RÄX,18,16.6
7340,SAX,20,19.2
7470,5460,8,6.6
7470,7880,9,7.2
7470,PAGX,14,17.6
7485,1119,18,27.2
7485,1130,9,12.6
7485,1179,17,33.0
7485,1179C,17,33.0
7485,1410,13,21.6
7485,1760,17,25.8
7485,2190,13,13.2
7485,2350,20,27.8
7485,2350C,19,28.4
7485,2530,15,21.8
7485,2530C,15,21.8
7485,3180,13,19.6
7485,3235,18,35.2
7485,3245,19,29.0
7485,3640,15,22.4
7485,3680,24,35.2
7485,3680C,25,35.6
7485,4100,11,14.2
7485,4485,25,41.4
7485,4490,14,17.6
7485,4760,19,23.4
7485,4760C,19,23.4
7485,5125,21,31.2
7485,5175,18,26.8
7485,5180,18,24.0
7485,5767,17,25.0
7485,7630,15,27.8
7485,8566,18,17.8
7485,9620,19,25.8
7485,BGM,17,17.6
7485,FTU,17,21.8
7485,JBX,20,28.0
7485,KEX,18,17.8
7485,KEXC,18,17.8
7488,13215,25,44.0
7488,13514,24,48.6
7488,14001,24,52.0
7488,14002,24,46.6
7488,14715,31,54.0
7488,14948,29,54.0
7488,17320,38,82.6
7488,18110,25,49.2
7488,18162,30,67.4
7488,18711,34,70.0
7488,19205,33,60.6
7488,19235,28,53.6
7488,3127,17,24.2
7488,3215,17,22.2
7488,3860,14,27.4
7488,4485,24,40.2
7488,5147,30,57.0
7488,5180,15,24.0
7488,5865,27,45.8
7488,6125,24,46.2
7488,6225,32,63.2
7488,6480,15,25.8
7488,7300,16,23.6
7488,7492,5,4.8
7488,GRIX,17,19.0
7488,KRC_P,29,52.0
7492,1004,7,11.8
7492,13215,25,47.6
7492,13514,27,49.2
7492,14001,29,54.4
7492,14002,29,54.4
7492,14715,33,64.0
7492,14948,30,57.0
7492,3127,20,31.6
7492,3180,13,20.0
7492,3215,14,16.0
7492,3860,20,31.0
7492,4945,16,23.8
7492,5865,23,41.4
7492,6125,25,48.0
7492,6480,16,27.6
7492,7488,5,4.8
7492,GRIX,17,26.0
7492,HED_P,20,31.6
7492,KRC_P,29,54.4
7498,13514,24,47.8
7498,14001,29,58.6
7498,14715,31,60.6
7498,14948,29,62.2
7498,17320,38,79.4
7498,19205,30,58.0
7498,19235,30,54.4
7498,2530,12,20.8
7498,2530C,12,20.8
7498,3235,17,31.6
7498,4485,22,40.4
7498,4760,11,17.8
7498,4760C,11,17.8
7498,5147,32,56.8
7498,5865,21,40.0
7498,6125,22,46.2
7498,6225,34,64.4
7498,7506,5,9.2
7498,8566,16,19.6
7498,8570,27,16.6
7498,BGM,27,16.6
7498,GRIX,18,20.8
7498,KEX,16,19.6
7498,KEXC,16,19.6
7498,KRC_P,29,58.6
7498,MGU,12,16.8
7500,2530,12,20.8
7500,3235,17,32.6
7500,4760,11,17.8
7500,GRIX,18,20.8
7506,3235,18,38.6
7506,7498,5,9.2
7506,KEX,13,14600.0
7581,13410,12,23.0
7581,3127,13,11.8
7581,3127C,13,9.2
7581,6480,9,7.0
7581,7880,8,7.524
7581,GMV_P,1,0.4
7581,HED_P,9,9.2
7581,JON_P,12,23.0
7581,PARX,13,15.4
7600,1760,3,1.4
7600,3180,6,4.2
7600,4100,15,16.4
7630,1119,4,6.0
7630,1130,15,25.6
7630,1179,10,12.4
7630,1179C,12,14.0
7630,1410,7,8.6
7630,1760,22,25.8
7630,2350,8,9.4
7630,2350C,8,9.4
7630,2530,5,5.8
7630,2530C,5,5.8
7630,3180,17,28.4
7630,3245,3,4.0
7630,3640,15,19.2
7630,3680,15,27.2
7630,3680C,17,28.6
7630,4100,8,13.2
7630,4485,15,20.8
7630,4490,16,26.4
7630,4760,9,13.0
7630,4760C,9,13.0
7630,5125,3,3.6
7630,5175,1,1.7
7630,5180,20,20.6
7630,5767,5,6.8
7630,7485,15,27.8
7630,8570,10,18.6
7630,9620,14,16.6
7630,BGM,10,18.6
7630,JBX,8,6.4
7630,KEX,19,31.2
7630,KEXC,19,30.8
7880,13215,8,10.8
7880,13311,7,13.4
7880,13329,10,15.8
7880,13410,12,18.8
7880,13421,9,17.0
7880,13514,12,16.8
7880,1950,11,13.0
7880,3127,11,13.0
7880,3127C,11,13.0
7880,5460,8,8.6
7880,6480,8,9.6
7880,7470,9,7.2
7880,7581,8,7.524
7880,HED_P,11,13.0
7880,JON_P,12,18.8
7880,PAGX,10,12.4
7880,PARX,8,11.6
7880C,13329,10,15.8
7880C,13421,9,17.0
7880C,ÖS_H,0,0.04
7880C,ÖS_J,0,0.0
8566,1140,15,17.0
8566,1179,24,36.2
8566,1410,14,27.2
8566,1595,12,11.8
8566,1715,25,48.4
8566,1760,10,9.0
8566,2190,8,6.6
8566,2350,22,37.0
8566,2530,18,34.2
8566,2580,16,25.8
8566,3180,4,5.6
8566,3640,14,10.4
8566,3680,15,17.6
8566,3860,15,22.8
8566,4100,13,18.6
8566,4490,8,5.6
8566,4565,25,48.0
8566,4760,20,23.0
8566,4808,21,31.0
8566,4945,9,6.2
8566,5125,24,38.8
8566,5175,18,30.0
8566,5180,12,7.6
8566,5421,16,30.8
8566,5865,26,45.4
8566,6125,26,52.2
8566,7485,18,17.8
8566,7498,16,19.6
8566,ARX,15,22.6
8570,1119,11,14.2
8570,1140,10,13.0
8570,1179,17,23.0
8570,1410,8,8.0
8570,1760,10,8.8
8570,2190,10,11.4
8570,2350,17,13.4
8570,2530,11,11.0
8570,2580,6,9.0
8570,3180,14,14.4
8570,3640,7,6.8
8570,3680,20,22.8
8570,3860,29,40.8
8570,4100,3,2.2
8570,4485,22,28.2
8570,4565,19,25.0
8570,4760,8,8.4
8570,4945,13,11.8
8570,5125,17,19.4
8570,5175,10,14.0
8570,5180,12,7.4
8570,5421,10,14.8
8570,5865,23,31.0
8570,6125,25,34.2
8570,7300,11,9.0
8570,7498,27,16.6
8570,7630,10,18.6
9620,1119,11,10.6
9620,1130,18,23.0
9620,1179,18,22.4
9620,1179C,18,22.4
9620,1410,9,8.8
9620,1760,20,21.8
9620,2350,13,13.2
9620,2350C,13,13.2
9620,2530,11,13.2
9620,2530C,11,13.2
9620,3180,19,26.0
9620,3245,17,18.4
9620,3640,15,18.6
9620,3680,23,37.2
9620,3680C,24,38.0
9620,4100,11,9.8
9620,4485,23,30.8
9620,4490,20,24.2
9620,4760,13,15.4
9620,4760C,13,15.4
9620,5125,16,20.0
9620,5175,13,15.8
9620,5180,16,22.8
9620,5767,10,10.4
9620,7485,19,25.8
9620,7630,14,16.6
9620,KEX,22,28.8
9620,KEXC,21,28.2
ARX,2240,15,13.0
ARX,4945,18,23.8
ARX,8566,15,22.6
ARX,KEX,15,22.6
BGM,1119,11,14.2
BGM,1130,13,15.6
BGM,1140,10,13.0
BGM,1179,17,23.0
BGM,1179C,17,23.0
BGM,1410,8,8.0
BGM,2190,10,11.4
BGM,2350,17,13.4
BGM,2350C,17,13.4
BGM,2530,11,22.0
BGM,2530C,11,11.0
BGM,2580,6,9.0
BGM,3180,14,14.4
BGM,3640,7,6.8
BGM,3680,20,22.8
BGM,3680C,20,22.8
BGM,3860,29,40.8
BGM,4485,22,28.2
BGM,4565,19,25.0
BGM,4760,8,8.4
BGM,4760C,8,8.4
BGM,4945,13,11.8
BGM,5125,17,19.4
BGM,5175,10,14.0
BGM,5180,12,7.4
BGM,5421,10,14.8
BGM,5710,4,3.0
BGM,5865,23,31.0
BGM,6125,25,34.2
BGM,6260,6,4.4
BGM,7200,1,0.0
BGM,7300,11,9.0
BGM,7485,17,17.6
BGM,7498,27,16.6
BGM,7630,10,18.6
BUX,1595,13,15.4
BUX,2240,12,14.4
BUX,2580,12,19.6
BUX,4490,13,18.8
BUX,4760,13,21.4
C_J,C_K,3,1.0
C_K,C_J,3,1.0
cMYT,18110,1,0.0
ET_H,ET_P,0,0.0
ET_K,ET_P,1,0.1
ETL,2190,1,0.4
ET_P,2190,0,0.0
ET_P,ET_H,0,0.0
ET_P,ET_K,0,0.0
ET_R,2190,1,0.2
ET_R,2190L,1,0.2
ET_R,3215,20,32.6
ETU,2190,1,0.2
ETU,2190L,1,0.2
ETU,4808,22,37.6
F_G,FTU,1,0.4
F_K,FTU,1,0.4
F_L,SAX,13,23.8
FTLL,2530,1,0.2
FTU,2350,10,9.6
FTU,2350C,10,9.6
FTU,2530,0,0.4
FTU,2530L,2,0.4
FTU,5125,8,9.2
FTU,5175,6,6.2
FTU,7485,17,21.8
FTU,F_G,1,0.4
FTU,F_K,1,0.4
FTU,JBX,6,3.4
FTXL,2530,2,1.2
GMV_G,GMV_H,2,0.5
GMV_P,7581,1,0.4
GRIX,1004,24,27.6
GRIX,1130,20,22.2
GRIX,13215,19,27.2
GRIX,13330,21,31.0
GRIX,13514,22,32.2
GRIX,14001,27,40.0
GRIX,14002,28,44.0
GRIX,14150,24,40.8
GRIX,14152,24,40.8
GRIX,14715,27,46.0
GRIX,14948,25,44.0
GRIX,17320,38,69.2
GRIX,18110,27,39.8
GRIX,18112,28,38.4
GRIX,18162,30,43.8
GRIX,18711,31,40.6
GRIX,19205,36,63.0
GRIX,19235,38,62.6
GRIX,2530,20,40.0
GRIX,3127,22,22.0
GRIX,3180,10,8.2
GRIX,3215,28,33.0
GRIX,3235,26,40.8
GRIX,3860,14,22.0
GRIX,3980,17,17.8
GRIX,4485,32,49.2
GRIX,4490,13,10.0
GRIX,4510,17,18.8
GRIX,4760,22,28.8
GRIX,4760C,21,28.8
GRIX,4945,13,12.6
GRIX,5147,30,49.2
GRIX,5180,14,14.0
GRIX,5421,24,34.6
GRIX,5865,31,49.0
GRIX,6125,33,55.4
GRIX,6225,32,52.0
GRIX,6480,18,16.0
GRIX,6650,19,20.8
GRIX,7300,20,15.2
GRIX,7488,20,19.0
GRIX,7492,17,26.0
GRIX,7498,18,20.8
GRIX,7500,18,20.8
GRIX,HED_P,23,22.0
GRIX,PAGX,20,27.6
GVX,12110,13,17.4
GVX,12114,13,17.2
GVX,12115,13,17.2
GVX,12232,11,16.6
GVX,12423,14,21.6
GVX,12542,11,16.6
GVX,12610,17,28.0
GVX,12636,20,30.4
GVX,12711,23,40.8
GVX,12736,26,43.6
GVX,12880,28,57.2
GVX,18110,17,26.4
GVX,2530,14,22.0
GVX,2530C,14,22.0
GVX,3127,11,8.0
GVX,4510,10,8.6
GVX,4760,13,19.4
GVX,4760C,13,19.4
GVX,6125,25,50.6
GVX,HED_P,11,8.0
GVX,MÖLC_P,14,17.2
GÅO_P,17320,2,2.0
HED_D,3127L,1,0.05
HED_D,HED_E,2,0.1
HED_E,3127L,1,0.062
HED_E,HED_C,2,0.108
HED_E,HED_D,2,0.1
HEDL,12110,14,15.0
HEDL,12114,14,15.2
HEDL,12115,14,14.8
HEDL,12232,13,16.4
HEDL,12423,14,20.6
HEDL,12542,11,16.0
HEDL,12610,18,25.6
HEDL,12636,21,28.0
HEDL,12666,23,34.8
HEDL,12711,24,37.6
HEDL,12736,28,41.6
HEDL,12880,35,56.6
HEDL,18110,18,27.4
HEDL,18116,18,24.0
HEDL,2530,20,20.4
HEDL,3127,1,0.5
HEDL,4510,8,4.8
HEDL,4760,12,9.2
HEDL,6125,25,38.0
HEDL,HED_P,0,0.0
HEDL,MÖLC_P,14,15.0
HEDL,RÄX,18,19.6
HEDL,SAX,20,22.2
HED_P,12110,14,15.0
HED_P,12114,14,15.2
HED_P,12115,14,14.8
HED_P,12232,13,16.4
HED_P,12423,14,20.6
HED_P,12542,11,16.0
HED_P,12610,18,25.6
HED_P,12636,21,28.0
HED_P,12666,23,34.8
HED_P,12711,24,37.6
HED_P,12736,28,41.6
HED_P,12880,35,56.6
HED_P,13215,14,20.6
HED_P,13329,15,27.4
HED_P,13330,15,25.8
HED_P,13410,17,28.8
HED_P,13421,17,27.0
HED_P,13514,17,26.8
HED_P,14715,31,50.2
HED_P,14948,28,49.2
HED_P,1760,5,1.7
HED_P,18110,18,27.4
HED_P,18116,18,24.0
HED_P,18711,23,32.4
HED_P,19205,23,44.6
HED_P,19235,25,44.2
HED_P,2530,20,20.4
HED_P,2530C,20,20.4
HED_P,3127,1,0.4
HED_P,3127C,0,0.0
HED_P,3127L,0,0.0
HED_P,3180,8,6.4
HED_P,3215,25,35.4
HED_P,3640,5,4.2
HED_P,3860,16,25.2
HED_P,4100,13,12.0
HED_P,4485,25,31.0
HED_P,4510,8,4.8
HED_P,4524,7,4.2
HED_P,4760,12,9.2
HED_P,4760C,12,9.2
HED_P,4945,5,2.6
HED_P,5147,21,40.0
HED_P,5180,10,3.8
HED_P,5865,24,30.8
HED_P,6125,25,38.0
HED_P,6225,25,45.0
HED_P,6480,7,3.8
HED_P,7300,3,2.2
HED_P,7492,20,31.6
HED_P,7581,9,9.2
HED_P,7880,11,13.0
HED_P,GRIX,21,19.2
HED_P,GVX,11,8.0
HED_P,HEDL,0,0.0
HED_P,KEX,15,13.2
HED_P,KEXC,15,13.2
HED_P,MÖLCL,15,14.8
HED_P,PAGX,17,21.6
HED_P,PARX,16,20.8
HED_P,RÄX,18,19.6
HED_P,SAX,20,22.2
HEDU,5175,18,22.8
HEDU,7300,3,2.2
HEDU,JBX,18,16.2
HPU,3180,1,0.2
HPU,6242,10,6.2
HPU,JBX,18,27.0
JBX,1119,10,9.0
JBX,1179,10,8.4
JBX,1595,16,20.0
JBX,1760,22,24.0
JBX,2190,14,20.8
JBX,2240,15,19.2
JBX,2350,14,11.6
JBX,2530,6,3.4
JBX,2530L,6,3.4
JBX,2580,10,11.6
JBX,2695,11,12.2
JBX,3180,18,27.0
JBX,3640,15,16.4
JBX,3680,17,25.6
JBX,4100,11,11.8
JBX,4290,23,38.0
JBX,4485,18,19.6
JBX,4490,17,25.0
JBX,4760,8,7.2
JBX,4760L,8,7.2
JBX,4808,28,48.0
JBX,5125,10,9.8
JBX,5175,9,6.4
JBX,5630,16,15.2
JBX,7485,20,28.0
JBX,7630,8,6.4
JBX,FTU,6,3.4
JBX,HEDU,18,16.2
JBX,HPU,18,27.0
JBX,KÖ_A,23,38.0
JBX,KÖ_F,23,38.0
JBX,KÖ_U,23,38.0
JBX,MGU,8,7.2
JON_A,JON_B,1,0.2
JON_B,JON_A,1,0.2
JON_P,13215,9,11.6
JON_P,13329,10,10.0
JON_P,13410,0,0.0
JON_P,13410C,0,0.0
JON_P,13421,6,3.8
JON_P,13514,7,10.2
JON_P,17320,17,38.4
JON_P,3127,17,28.8
JON_P,3127C,17,28.8
JON_P,6480,15,24.8
JON_P,7581,12,23.0
JON_P,7880,12,18.8
JON_P,PARX,8,12.8
KB_A,2530,19,26.0
KB_A,3180,15,19.4
KB_A,3640,15,13.6
KB_A,KEX,17,19.0
KB_B,1760,15,16.4
KB_B,2530,19,26.0
KB_B,3180,15,19.4
KB_B,3640,15,13.6
KB_B,KEX,17,19.0
KB_B,MG_C,16,16.2
KB_C,2530,19,26.0
KB_C,3180,15,19.4
KB_C,3640,15,13.6
KB_C,KEX,17,19.0
KEX,1119,20,28.4
KEX,1130,18,17.6
KEX,1140,15,17.0
KEX,1179,24,36.2
KEX,1179C,24,36.2
KEX,12145,18,17.0
KEX,1410,14,27.2
KEX,1595,15,13.6
KEX,1715,22,40.4
KEX,1740,5,3.0
KEX,1760,10,9.0
KEX,1815,12,15.2
KEX,1950,9,6.8
KEX,2100,19,16.4
KEX,2190,8,6.6
KEX,2240,15,11.8
KEX,2350,22,37.0
KEX,2350C,22,37.0
KEX,2350L,22,37.0
KEX,2530,18,34.2
KEX,2530C,18,34.2
KEX,2580,16,25.8
KEX,2695,17,28.8
KEX,3127,15,13.2
KEX,3127C,15,13.2
KEX,3170,19,25.2
KEX,3180,5,5.6
KEX,3235,19,37.6
KEX,3245,19,31.8
KEX,3640,15,10.4
KEX,3680,19,20.0
KEX,3680C,17,17.6
KEX,3860,15,22.8
KEX,3940,21,23.8
KEX,4100,11,18.6
KEX,4290,9,12.4
KEX,4457,14,20.0
KEX,4485,28,45.6
KEX,4490,10,5.6
KEX,4527,21,21.6
KEX,4565,25,48.0
KEX,4760,20,23.0
KEX,4760C,20,23.0
KEX,4808,21,31.0
KEX,4945,9,6.2
KEX,5120,13,15.2
KEX,5125,24,38.8
KEX,5175,18,30.0
KEX,5180,12,7.6
KEX,5421,16,30.8
KEX,5710,15,19.6
KEX,5767,18,28.0
KEX,5865,26,45.4
KEX,6125,26,52.2
KEX,6145,10,9.0
KEX,6242,10,8.4
KEX,6260,10,15.8
KEX,7300,14,13.4
KEX,7340,16,12.4
KEX,7485,18,17.8
KEX,7498,16,19.6
KEX,7506,13,14600.0
KEX,7630,19,30.8
KEX,9620,21,28.2
KEX,ARX,15,22.6
KEX,HED_P,15,13.2
KEX,KB_A,17,20.0
KEX,KB_B,17,20.0
KEX,KB_C,17,20.0
KEXC,1119,20,28.4
KEXC,1140,15,17.0
KEXC,1179,24,36.2
KEXC,1179C,24,36.2
KEXC,12145,18,17.0
KEXC,1410,14,27.2
KEXC,1595,12,11.8
KEXC,1715,22,40.4
KEXC,1760,10,9.0
KEXC,2190,8,6.6
KEXC,2240,10,9.8
KEXC,2350,22,37.0
KEXC,2350C,22,37.0
KEXC,2530,18,34.2
KEXC,2530C,18,34.2
KEXC,2580,16,25.8
KEXC,3127,15,13.2
KEXC,3180,5,5.6
KEXC,3235,19,37.6
KEXC,3245,19,31.8
KEXC,3640,15,10.4
KEXC,3680,18,20.0
KEXC,3680C,15,17.6
KEXC,3860,15,22.8
KEXC,4100,11,18.6
KEXC,4290,10,12.4
KEXC,4457,14,20.0
