route_index,station,start_min,end_min
210,4808,1080,1087
211,2190L,376,398
211,2190L,487,516
211,2190L,659,669
211,2190L,789,820
211,2190L,1006,1020
211,2190L,1141,1170
211,4808,597,604
211,4808,727,734
211,4808,940,947
211,4808,1080,1087
212,4808,319,376
212,4808,455,462
212,4808,637,704
212,4808,859,866
212,4808,992,998
212,4808,1128,1136
212,2190L,759,800
212,2190L,1057,1071
213,2190L,341,376
213,2190L,522,548
213,2190L,759,779
213,2190L,922,929
213,2190L,1057,1071
213,4808,455,462
213,4808,637,657
213,4808,859,866
213,4808,992,998
213,4808,1128,1136
214,4808,398,462
214,4808,859,906
214,2190L,619,640
215,4808,398,429
215,4808,859,879
215,2190L,522,539
215,2190L,619,640
215,2190L,719,751
216,4808,398,462
216,4808,544,604
216,4808,727,734
216,2190L,659,669
217,4808,398,429
217,4808,544,573
217,4808,727,734
217,4808,859,888
217,2190L,659,669
217,2190L,789,800
218,4808,398,411
218,4808,859,906
218,2190L,469,480
218,2190L,602,640
219,4808,398,411
219,4808,539,546
219,4808,859,879
219,2190L,469,480
219,2190L,602,633
219,2190L,719,748
220,2190L,376,398
220,2190L,602,640
220,2190L,1006,1020
220,4808,859,866
220,4808,944,947
220,4808,1080,1087
221,2190L,376,398
221,2190L,602,640
221,2190L,719,749
221,2190L,1006,1020
221,4808,455,462
221,4808,859,866
221,4808,944,947
221,4808,1080,1087
222,2190L,469,480
222,2190L,1006,1020
222,4808,681,704
222,4808,781,856
222,4808,940,947
222,4808,1080,1087
223,2190L,469,480
223,2190L,759,782
223,2190L,1006,1020
223,4808,539,564
223,4808,681,704
223,4808,940,947
223,4808,1080,1087
224,4808,455,462
224,4808,544,618
224,4808,697,734
224,2190L,964,978
225,4808,455,462
225,4808,697,717
225,4808,899,906
225,2190L,522,552
225,2190L,789,809
225,2190L,964,978
226,2190L,602,640
226,2190L,830,878
226,2190L,1189,1235
226,4808,697,774
226,4808,940,947
226,4808,1028,1047
226,4808,1124,1136
227,4808,319,346
227,4808,697,717
227,4808,940,947
227,4808,1028,1047
227,4808,1124,1136
227,2190L,602,640
227,2190L,830,850
227,2190L,1189,1221
228,2190L,341,398
228,2190L,699,709
228,2190L,964,1020
228,4808,637,644
228,4808,767,818
228,4808,899,906
228,4808,1080,1087
229,2190L,341,376
229,2190L,532,554
229,2190L,699,709
229,2190L,789,825
229,2190L,964,990
229,4808,455,472
229,4808,637,644
229,4808,899,906
229,4808,1080,1087
230,2190L,561,640
230,2190L,759,800
230,2190L,922,929
230,4808,697,704
230,4808,859,866
230,4808,992,1047
231,2190L,561,596
231,2190L,759,785
231,2190L,922,929
231,4808,697,704
231,4808,859,866
231,4808,992,1021
232,2190L,469,580
232,2190L,699,709
232,2190L,789,800
232,2190L,1057,1071
232,2190L,1150,1235
232,4808,637,644
232,4808,859,906
232,4808,986,998
233,2190L,469,491
233,2190L,699,709
233,2190L,789,800
233,2190L,1057,1071
233,2190L,1150,1185
233,4808,637,644
233,4808,859,892
233,4808,986,998
234,2190L,602,640
234,2190L,759,800
234,2190L,922,929
234,2190L,1057,1071
234,4808,697,704
234,4808,859,866
235,2190L,602,624
235,2190L,759,785
235,2190L,922,929
235,2190L,1057,1071
235,4808,697,704
235,4808,859,866
235,4808,992,998
236,4808,319,411
236,4808,697,774
236,4808,1128,1136
236,2190L,469,539
236,2190L,619,640
236,2190L,830,878
236,2190L,962,978
236,2190L,1063,1071
237,4808,319,346
237,4808,697,721
237,4808,1128,1136
237,2190L,469,489
237,2190L,619,640
237,2190L,830,850
237,2190L,962,978
237,2190L,1063,1071
238,4808,319,336
238,4808,465,472
238,4808,697,704
238,4808,940,998
238,2190L,387,408
238,2190L,532,539
238,2190L,619,640
238,2190L,759,878
239,4808,319,336
239,4808,465,472
239,4808,697,704
239,4808,940,960
239,2190L,387,408
239,2190L,532,539
239,2190L,619,640
239,2190L,759,790
240,4808,398,472
240,4808,637,644
240,2190L,532,580
240,2190L,699,709
240,2190L,962,978
241,4808,398,429
241,4808,637,644
241,2190L,532,552
241,2190L,699,709
241,2190L,789,825
241,2190L,962,978
242,4808,455,472
242,4808,899,906
242,4808,986,998
242,2190L,619,669
242,2190L,830,840
243,2190L,376,398
243,2190L,532,539
243,2190L,619,654
243,2190L,830,840
243,4808,455,472
243,4808,727,747
243,4808,899,906
243,4808,986,998
244,4808,398,411
244,4808,859,866
244,2190L,561,669
244,2190L,1057,1071
245,4808,398,411
245,4808,859,866
245,4808,992,998
245,2190L,469,480
245,2190L,561,597
245,2190L,749,778
245,2190L,922,929
245,2190L,1057,1071
246,4808,455,462
246,4808,940,947
246,4808,1028,1049
246,2190L,602,622
246,2190L,699,709
246,2190L,789,878
247,4808,455,462
247,4808,940,947
247,2190L,602,622
247,2190L,699,709
247,2190L,789,836
247,2190L,1006,1032
248,2190L,341,398
248,2190L,659,669
248,2190L,830,840
248,4808,455,472
248,4808,554,604
248,4808,899,907
249,2190L,341,376
249,2190L,659,669
249,2190L,830,840
249,2190L,921,929
249,4808,455,472
249,4808,554,584
249,4808,727,752
250,2190L,477,480
250,2190L,602,640
250,2190L,789,878
250,2190L,1102,1235
250,4808,539,546
251,2190L,477,480
251,2190L,602,640
251,2190L,789,809
251,2190L,962,991
251,2190L,1102,1131
251,4808,539,546
251,4808,697,719
252,4808,398,411
252,4808,491,546
252,4808,624,644
252,4808,721,734
252,4808,940,998
252,4808,1079,1087
252,2190L,789,878
253,4808,398,411
253,4808,491,528
253,4808,624,644
253,4808,721,734
253,4808,940,960
253,4808,1079,1087
253,2190L,789,819
254,4808,597,604
254,4808,767,774
254,4808,940,998
254,4808,1079,1087
254,2190L,830,878
255,2190L,522,539
255,2190L,659,687
255,2190L,830,856
255,4808,597,604
255,4808,767,774
255,4808,940,960
255,4808,1079,1087
256,4808,491,517
256,4808,767,778
256,4808,859,866
256,4808,1080,1136
256,2190L,922,929
256,2190L,1014,1020
257,2190L,469,491
257,2190L,619,648
257,2190L,789,800
257,2190L,922,929
257,2190L,1014,1020
257,4808,859,866
257,4808,1080,1122
258,4808,491,517
258,4808,767,778
258,4808,859,907
258,2190L,699,709
258,2190L,1014,1020
259,2190L,469,491
259,2190L,699,709
259,2190L,789,800
259,2190L,881,919
259,2190L,1014,1020
259,4808,597,617
259,4808,1080,1087
260,4808,455,462
260,4808,637,644
260,4808,721,774
260,4808,940,956
260,4808,1041,1087
260,2190L,830,878
261,4808,455,462
261,4808,637,644
261,4808,721,755
261,4808,1041,1067
261,2190L,522,552
261,2190L,830,850
261,2190L,962,978
262,2190L,659,669
262,4808,727,734
262,4808,811,856
262,4808,940,947
262,4808,1028,1047
263,2190L,477,512
263,2190L,659,669
263,2190L,789,820
263,4808,727,734
263,4808,940,947
263,4808,1028,1047
264,4808,455,462
264,4808,637,647
264,4808,940,947
264,2190L,522,580
264,2190L,830,878
264,2190L,1006,1020
265,4808,455,462
265,4808,727,756
265,4808,940,947
265,2190L,522,552
265,2190L,659,669
265,2190L,830,850
265,2190L,1006,1020
266,4808,465,472
266,4808,597,604
266,4808,727,734
266,4808,811,856
266,4808,1124,1136
266,2190L,659,669
267,4808,465,472
267,4808,597,604
267,4808,727,734
267,4808,940,960
267,4808,1124,1136
267,2190L,532,539
267,2190L,659,669
267,2190L,789,824
268,4808,319,325
268,4808,465,472
268,4808,554,618
268,4808,697,704
268,4808,940,956
268,4808,1041,1087
268,2190L,376,408
268,2190L,759,878
269,4808,319,325
269,4808,465,472
269,4808,697,704
269,4808,1041,1067
269,2190L,376,406
269,2190L,532,558
269,2190L,759,785
269,2190L,962,978
270,4808,319,336
270,4808,409,462
270,4808,811,856
270,4808,940,947
270,4808,1080,1087
270,2190L,619,640
270,2190L,1006,1020
271,4808,319,336
271,4808,409,442
271,4808,697,721
271,4808,940,947
271,4808,1080,1087
271,2190L,522,539
271,2190L,619,640
271,2190L,789,809
271,2190L,1006,1020
272,4808,465,472
272,4808,697,734
272,4808,859,866
272,4808,1079,1087
272,2190L,619,640
272,2190L,789,800
272,2190L,922,929
273,4808,465,472
273,4808,697,726
273,4808,859,866
273,4808,992,998
273,4808,1079,1087
273,2190L,532,539
273,2190L,619,640
273,2190L,789,800
273,2190L,922,929
274,4808,319,325
274,4808,637,644
274,4808,767,774
274,4808,940,947
274,4808,1080,1087
274,2190L,376,398
274,2190L,699,709
274,2190L,830,878
275,4808,319,325
275,4808,455,462
275,4808,637,644
275,4808,767,774
275,4808,940,947
275,4808,1080,1087
275,2190L,376,398
275,2190L,522,551
275,2190L,699,709
275,2190L,830,861
275,2190L,1006,1020
276,2190L,561,640
276,2190L,964,978
276,2190L,1063,1071
276,4808,781,906
277,2190L,469,480
277,2190L,561,594
277,2190L,964,978
277,2190L,1063,1071
277,4808,697,704
277,4808,781,815
278,4808,465,472
278,4808,767,774
278,4808,899,906
278,2190L,659,709
278,2190L,1063,1071
279,4808,465,472
279,4808,767,774
279,4808,899,906
279,2190L,532,562
279,2190L,659,688
279,2190L,830,840
279,2190L,964,978
279,2190L,1063,1071
280,4808,465,472
280,4808,781,818
280,2190L,619,640
280,2190L,964,1020
280,2190L,1102,1235
281,4808,465,472
281,4808,697,704
281,4808,899,906
281,2190L,532,539
281,2190L,619,640
281,2190L,759,790
281,2190L,964,990
281,2190L,1102,1131
282,2190L,469,480
282,2190L,659,669
282,2190L,789,800
282,2190L,922,929
282,2190L,1014,1020
282,4808,539,604
282,4808,727,734
282,4808,859,866
282,4808,1080,1087
283,2190L,469,480
283,2190L,659,669
283,2190L,789,800
283,2190L,922,929
283,2190L,1014,1020
283,4808,539,576
283,4808,727,734
283,4808,859,866
283,4808,1080,1087
284,4808,539,604
284,4808,986,998
284,2190L,659,669
284,2190L,1057,1071
285,4808,539,566
285,4808,899,906
285,4808,986,998
285,2190L,659,669
285,2190L,749,782
285,2190L,1057,1071
286,2190L,469,480
286,2190L,561,580
286,2190L,699,712
286,2190L,789,800
286,2190L,1006,1071
286,4808,859,866
286,4808,944,947
287,2190L,469,480
287,2190L,561,580
287,2190L,789,800
287,2190L,1006,1052
287,4808,637,644
287,4808,721,734
287,4808,859,866
287,4808,944,947
288,4808,455,472
288,4808,597,618
288,4808,940,947
288,2190L,719,752
288,2190L,1006,1071
289,4808,455,472
289,4808,697,725
289,4808,940,947
289,2190L,532,539
289,2190L,619,640
289,2190L,830,850
289,2190L,1006,1032
290,4808,398,462
290,4808,697,704
290,4808,859,906
290,4808,1041,1047
290,2190L,759,800
291,4808,398,429
291,4808,697,704
291,4808,859,879
291,4808,1041,1047
291,2190L,602,640
291,2190L,759,785
291,2190L,964,978
292,4808,465,472
292,4808,597,604
292,4808,859,866
292,4808,992,1087
292,2190L,532,539
292,2190L,659,669
292,2190L,749,800
292,2190L,922,929
293,4808,465,472
293,4808,597,604
293,4808,859,866
293,4808,992,1021
293,2190L,532,539
293,2190L,659,669
293,2190L,749,789
293,2190L,922,929
294,4808,465,472
294,4808,597,604
294,4808,727,774
294,2190L,532,539
294,2190L,659,669
294,2190L,830,878
294,2190L,962,978
294,2190L,1063,1071
294,2190L,1150,1235
295,4808,465,472
295,4808,597,604
295,4808,727,760
295,2190L,532,539
295,2190L,659,669
295,2190L,830,850
295,2190L,962,978
295,2190L,1063,1071
295,2190L,1150,1192
296,4808,398,411
296,4808,539,546
296,4808,940,947
296,2190L,469,480
296,2190L,759,878
296,2190L,1006,1020
297,4808,398,411
297,4808,539,546
297,4808,697,704
297,4808,940,947
297,2190L,469,480
297,2190L,602,633
297,2190L,759,785
297,2190L,1006,1020
298,4808,544,604
298,4808,899,907
298,4808,992,998
298,2190L,659,669
298,2190L,1057,1071
298,2190L,1150,1235
299,4808,544,575
299,4808,727,734
299,4808,992,998
299,2190L,659,669
299,2190L,789,818
299,2190L,921,929
299,2190L,1057,1071
299,2190L,1150,1187
300,2190L,469,480
300,2190L,561,580
300,2190L,699,709
300,2190L,922,929
300,2190L,1014,1020
300,4808,637,644
300,4808,767,774
300,4808,852,866
300,4808,1080,1087
301,4808,465,472
301,4808,554,604
301,4808,899,906
301,4808,986,998
301,2190L,659,669
301,2190L,1057,1071
302,4808,465,472
302,4808,554,592
302,4808,727,752
302,4808,899,906
302,4808,986,998
302,2190L,659,669
302,2190L,830,840
302,2190L,1057,1071
303,4808,455,458
303,4808,637,644
303,4808,767,856
303,4808,940,956
303,4808,1041,1047
303,2190L,561,580
304,2190L,477,480
304,2190L,561,580
304,2190L,699,709
304,2190L,789,833
304,2190L,962,978
304,4808,637,644
304,4808,1041,1047
305,2190L,561,580
305,2190L,699,709
305,2190L,1006,1025
305,4808,637,644
305,4808,767,778
305,4808,859,866
305,4808,944,947
306,2190L,469,480
306,2190L,561,580
306,2190L,699,709
306,2190L,789,800
306,2190L,1006,1025
306,4808,637,644
306,4808,859,866
306,4808,944,947
307,2190L,532,539
307,2190L,789,840
307,2190L,1141,1235
307,4808,597,604
307,4808,727,734
307,4808,1041,1087
308,2190L,532,539
308,2190L,659,669
308,2190L,789,821
308,2190L,964,978
308,2190L,1141,1161
308,4808,597,604
308,4808,727,734
308,4808,899,906
308,4808,1041,1067
309,4808,491,546
309,4808,697,734
309,4808,1041,1047
309,2190L,1102,1235
310,4808,491,522
310,4808,697,717
310,4808,899,906
310,4808,1041,1047
310,2190L,602,622
310,2190L,789,809
310,2190L,964,978
310,2190L,1102,1132
311,4808,455,472
311,4808,597,618
311,4808,697,704
311,4808,781,856
311,4808,940,947
311,4808,1080,1087
311,2190L,532,539
311,2190L,1006,1020
312,4808,455,472
312,4808,697,704
312,4808,940,947
312,4808,1080,1087
312,2190L,532,539
312,2190L,619,640
312,2190L,759,789
312,2190L,1006,1020
313,4808,465,472
313,4808,727,734
313,4808,899,906
313,4808,986,998
313,2190L,532,580
313,2190L,659,669
313,2190L,789,840
313,2190L,1057,1071
314,4808,465,472
314,4808,727,734
314,4808,899,906
314,4808,986,998
314,2190L,532,562
314,2190L,659,669
314,2190L,789,820
314,2190L,1057,1071
315,4808,465,472
315,4808,597,604
315,4808,859,866
315,4808,992,998
315,2190L,659,669
315,2190L,789,800
315,2190L,922,929
315,2190L,1057,1071
316,4808,465,472
316,4808,597,604
316,4808,727,734
316,4808,859,866
316,4808,992,998
316,2190L,532,539
316,2190L,659,669
316,2190L,789,800
316,2190L,922,929
316,2190L,1057,1071
317,4808,398,411
317,4808,727,774
317,4808,852,866
317,4808,944,947
317,4808,1028,1087
317,2190L,469,539
317,2190L,1141,1235
318,4808,398,411
318,4808,727,747
318,4808,852,866
318,4808,944,947
318,4808,1028,1075
318,2190L,469,498
318,2190L,619,648
318,2190L,1141,1161
319,2190L,387,408
319,2190L,532,539
319,2190L,659,709
319,2190L,1057,1071
319,4808,465,472
319,4808,597,604
319,4808,767,778
319,4808,859,906
319,4808,986,998
319,4808,1128,1136
320,2190L,387,408
320,2190L,532,539
320,2190L,659,691
320,2190L,789,800
320,2190L,1057,1071
320,4808,465,472
320,4808,597,604
320,4808,859,888
320,4808,986,998
320,4808,1128,1136
