schedule_id,pair_id,arm,original_duty,source_index,from_visit,to_visit,event_index,kind,source_trip_id,internal_trip_id,from_code,to_code,start_min,end_min,duration_min,energy_consumed_kwh
duty_13405_fee5,duty_13405,fee5,13405,2,26,27,59,service,179,61,4808,2190,1242.0,1294.0,52.0,42.5
duty_13405_fee5,duty_13405,fee5,13405,2,27,28,60,deadhead,,,2190,PARX,1294.0,1313.0,19.0,28.0
duty_13408_original,duty_13408,original,13408,,0,1,1,deadhead,,,PARX,4808,329.0,336.0,7.0,7.80000019
duty_13408_original,duty_13408,original,13408,,1,2,2,service,8,4,4808,2190,336.0,387.0,51.0,42.5
duty_13408_original,duty_13408,original,13408,,2,3,3,deadhead,,,2190,2190L,387.0,388.0,1.0,0.400000006
duty_13408_original,duty_13408,original,13408,,3,4,5,deadhead,,,2190L,2190,398.0,398.0,0.0,0.0
duty_13408_original,duty_13408,original,13408,,4,5,6,service,20,7,2190,4808,398.0,455.0,57.0,41.7299995
duty_13408_original,duty_13408,original,13408,,5,6,8,service,33,12,4808,2190,462.0,522.0,60.0,42.5
duty_13408_original,duty_13408,original,13408,,6,7,10,deadhead,,,2190,2190L,529.0,530.0,1.0,0.400000006
duty_13408_original,duty_13408,original,13408,,7,8,12,deadhead,,,2190L,2190,539.0,539.0,0.0,0.0
duty_13408_original,duty_13408,original,13408,,8,9,13,service,48,17,2190,4808,539.0,597.0,58.0,41.7299995
duty_13408_original,duty_13408,original,13408,,9,10,15,service,61,21,4808,2190,604.0,659.0,55.0,42.5
duty_13408_original,duty_13408,original,13408,,10,11,16,deadhead,,,2190,2190L,659.0,660.0,1.0,0.400000006
duty_13408_original,duty_13408,original,13408,,11,12,18,deadhead,,,2190L,2190,669.0,669.0,0.0,0.0
duty_13408_original,duty_13408,original,13408,,12,13,19,service,74,26,2190,4808,669.0,727.0,58.0,41.7299995
duty_13408_original,duty_13408,original,13408,,13,14,21,service,87,31,4808,2190,734.0,789.0,55.0,42.5
duty_13408_original,duty_13408,original,13408,,14,15,22,deadhead,,,2190,ET_R,789.0,790.0,1.0,0.200000003
duty_13408_original,duty_13408,original,13408,,15,16,24,deadhead,,,ET_R,2190,839.0,840.0,1.0,0.200000003
duty_13408_original,duty_13408,original,13408,,16,17,25,service,108,38,2190,4808,840.0,899.0,59.0,41.7299995
duty_13408_original,duty_13408,original,13408,,17,18,27,service,121,43,4808,2190,906.0,964.0,58.0,42.5
duty_13408_original,duty_13408,original,13408,,18,19,29,deadhead,,,2190,2190L,968.0,969.0,1.0,0.400000006
duty_13408_original,duty_13408,original,13408,,19,20,31,deadhead,,,2190L,2190,978.0,978.0,0.0,0.0
duty_13408_original,duty_13408,original,13408,,20,21,32,service,135,48,2190,4808,978.0,1041.0,63.0,41.7299995
duty_13408_original,duty_13408,original,13408,,21,22,34,service,149,53,4808,2190,1047.0,1102.0,55.0,42.5
duty_13408_original,duty_13408,original,13408,,22,23,35,deadhead,,,2190,PARX,1102.0,1121.0,19.0,28.0
duty_13408_fee0,duty_13408,fee0,13408,4,0,1,0,deadhead,,,PARX,2190,248.0,267.0,19.0,28.0
duty_13408_fee0,duty_13408,fee0,13408,4,1,2,1,service,0,0,2190,4808,267.0,319.0,52.0,41.7299995
duty_13408_fee0,duty_13408,fee0,13408,4,2,3,5,service,8,4,4808,2190,336.0,387.0,51.0,42.5
duty_13408_fee0,duty_13408,fee0,13408,4,3,4,6,deadhead,,,2190,2190L,387.0,387.0,0.0,0.0
duty_13408_fee0,duty_13408,fee0,13408,4,4,5,9,deadhead,,,2190L,2190,398.0,398.0,0.0,0.0
duty_13408_fee0,duty_13408,fee0,13408,4,5,6,10,service,20,7,2190,4808,398.0,455.0,57.0,41.7299995
duty_13408_fee0,duty_13408,fee0,13408,4,6,7,14,service,33,12,4808,2190,462.0,522.0,60.0,42.5
duty_13408_fee0,duty_13408,fee0,13408,4,7,8,15,deadhead,,,2190,2190L,522.0,522.0,0.0,0.0
duty_13408_fee0,duty_13408,fee0,13408,4,8,9,17,deadhead,,,2190L,2190,560.0,560.0,0.0,0.0
duty_13408_fee0,duty_13408,fee0,13408,4,9,10,18,service,52,19,2190,4808,560.0,617.0,57.0,41.7299995
duty_13408_fee0,duty_13408,fee0,13408,4,10,11,22,service,65,23,4808,2190,624.0,679.0,55.0,42.5
duty_13408_fee0,duty_13408,fee0,13408,4,11,12,23,deadhead,,,2190,2190L,679.0,679.0,0.0,0.0
duty_13408_fee0,duty_13408,fee0,13408,4,12,13,26,deadhead,,,2190L,2190,689.0,689.0,0.0,0.0
duty_13408_fee0,duty_13408,fee0,13408,4,13,14,27,service,78,28,2190,4808,689.0,747.0,58.0,41.7299995
duty_13408_fee0,duty_13408,fee0,13408,4,14,15,31,service,91,33,4808,2190,754.0,810.0,56.0,42.5
duty_13408_fee0,duty_13408,fee0,13408,4,15,16,32,deadhead,,,2190,2190L,810.0,810.0,0.0,0.0
duty_13408_fee0,duty_13408,fee0,13408,4,16,17,36,deadhead,,,2190L,2190,878.0,878.0,0.0,0.0
duty_13408_fee0,duty_13408,fee0,13408,4,17,18,37,service,116,41,2190,4808,878.0,940.0,62.0,41.7299995
duty_13408_fee0,duty_13408,fee0,13408,4,18,19,41,service,129,46,4808,2190,947.0,1006.0,59.0,42.5
duty_13408_fee0,duty_13408,fee0,13408,4,19,20,42,deadhead,,,2190,2190L,1006.0,1006.0,0.0,0.0
duty_13408_fee0,duty_13408,fee0,13408,4,20,21,44,deadhead,,,2190L,2190,1009.0,1009.0,0.0,0.0
duty_13408_fee0,duty_13408,fee0,13408,4,21,22,45,service,142,50,2190,4808,1009.0,1070.0,61.0,41.7299995
duty_13408_fee0,duty_13408,fee0,13408,4,22,23,49,service,155,55,4808,2190,1077.0,1131.0,54.0,42.5
duty_13408_fee0,duty_13408,fee0,13408,4,23,24,50,deadhead,,,2190,2190L,1131.0,1131.0,0.0,0.0
duty_13408_fee0,duty_13408,fee0,13408,4,24,25,54,deadhead,,,2190L,2190,1174.0,1174.0,0.0,0.0
duty_13408_fee0,duty_13408,fee0,13408,4,25,26,55,service,170,59,2190,4808,1174.0,1230.0,56.0,41.7299995
duty_13408_fee0,duty_13408,fee0,13408,4,26,27,56,deadhead,,,4808,PARX,1230.0,1237.0,7.0,7.8
duty_13408_fee5,duty_13408,fee5,13408,4,0,1,0,deadhead,,,PARX,4808,318.0,325.0,7.0,7.8
duty_13408_fee5,duty_13408,fee5,13408,4,1,2,1,service,6,3,4808,2190,325.0,376.0,51.0,42.5
duty_13408_fee5,duty_13408,fee5,13408,4,2,3,2,deadhead,,,2190,2190L,376.0,376.0,0.0,0.0
duty_13408_fee5,duty_13408,fee5,13408,4,3,4,5,deadhead,,,2190L,2190,398.0,398.0,0.0,0.0
duty_13408_fee5,duty_13408,fee5,13408,4,4,5,6,service,20,7,2190,4808,398.0,455.0,57.0,41.7299995
duty_13408_fee5,duty_13408,fee5,13408,4,5,6,10,service,33,12,4808,2190,462.0,522.0,60.0,42.5
duty_13408_fee5,duty_13408,fee5,13408,4,6,7,11,deadhead,,,2190,2190L,522.0,522.0,0.0,0.0
duty_13408_fee5,duty_13408,fee5,13408,4,7,8,13,deadhead,,,2190L,2190,539.0,539.0,0.0,0.0
duty_13408_fee5,duty_13408,fee5,13408,4,8,9,14,service,48,17,2190,4808,539.0,597.0,58.0,41.7299995
duty_13408_fee5,duty_13408,fee5,13408,4,9,10,18,service,61,21,4808,2190,604.0,659.0,55.0,42.5
duty_13408_fee5,duty_13408,fee5,13408,4,10,11,19,deadhead,,,2190,2190L,659.0,659.0,0.0,0.0
duty_13408_fee5,duty_13408,fee5,13408,4,11,12,23,deadhead,,,2190L,2190,669.0,669.0,0.0,0.0
duty_13408_fee5,duty_13408,fee5,13408,4,12,13,24,service,74,26,2190,4808,669.0,727.0,58.0,41.7299995
duty_13408_fee5,duty_13408,fee5,13408,4,13,14,28,service,87,31,4808,2190,734.0,789.0,55.0,42.5
duty_13408_fee5,duty_13408,fee5,13408,4,14,15,29,deadhead,,,2190,2190L,789.0,789.0,0.0,0.0
duty_13408_fee5,duty_13408,fee5,13408,4,15,16,33,deadhead,,,2190L,2190,820.0,820.0,0.0,0.0
duty_13408_fee5,duty_13408,fee5,13408,4,16,17,34,service,104,37,2190,4808,820.0,879.0,59.0,41.7299995
duty_13408_fee5,duty_13408,fee5,13408,4,17,18,38,service,117,42,4808,2190,886.0,943.0,57.0,42.5
duty_13408_fee5,duty_13408,fee5,13408,4,18,19,39,deadhead,,,2190,2190L,943.0,943.0,0.0,0.0
duty_13408_fee5,duty_13408,fee5,13408,4,19,20,41,deadhead,,,2190L,2190,948.0,948.0,0.0,0.0
duty_13408_fee5,duty_13408,fee5,13408,4,20,21,42,service,130,47,2190,4808,948.0,1011.0,63.0,41.7299995
duty_13408_fee5,duty_13408,fee5,13408,4,21,22,46,service,143,51,4808,2190,1018.0,1075.0,57.0,42.5
duty_13408_fee5,duty_13408,fee5,13408,4,22,23,47,deadhead,,,2190,2190L,1075.0,1075.0,0.0,0.0
duty_13408_fee5,duty_13408,fee5,13408,4,23,24,50,deadhead,,,2190L,2190,1082.0,1082.0,0.0,0.0
duty_13408_fee5,duty_13408,fee5,13408,4,24,25,51,service,156,56,2190,4808,1082.0,1139.0,57.0,41.7299995
duty_13408_fee5,duty_13408,fee5,13408,4,25,26,52,deadhead,,,4808,PARX,1139.0,1146.0,7.0,7.8
duty_13414_original,duty_13414,original,13414,,0,1,1,deadhead,,,PARX,4808,403.0,411.0,8.0,7.80000019
duty_13414_original,duty_13414,original,13414,,1,2,2,service,23,9,4808,2190,411.0,469.0,58.0,42.5
duty_13414_original,duty_13414,original,13414,,2,3,3,deadhead,,,2190,2190L,469.0,470.0,1.0,0.400000006
duty_13414_original,duty_13414,original,13414,,3,4,5,deadhead,,,2190L,2190,480.0,480.0,0.0,0.0
duty_13414_original,duty_13414,original,13414,,4,5,6,service,36,14,2190,4808,480.0,539.0,59.0,41.7299995
duty_13414_original,duty_13414,original,13414,,5,6,8,service,49,18,4808,2190,546.0,602.0,56.0,42.5
duty_13414_original,duty_13414,original,13414,,6,7,9,deadhead,,,2190,ET_R,602.0,603.0,1.0,0.200000003
duty_13414_original,duty_13414,original,13414,,7,8,11,deadhead,,,ET_R,2190,639.0,640.0,1.0,0.200000003
duty_13414_original,duty_13414,original,13414,,8,9,12,service,68,24,2190,4808,640.0,697.0,57.0,41.7299995
duty_13414_original,duty_13414,original,13414,,9,10,14,service,81,29,4808,2190,704.0,759.0,55.0,42.5
duty_13414_original,duty_13414,original,13414,,10,11,15,deadhead,,,2190,ET_R,759.0,760.0,1.0,0.200000003
duty_13414_original,duty_13414,original,13414,,11,12,17,deadhead,,,ET_R,2190,799.0,800.0,1.0,0.200000003
duty_13414_original,duty_13414,original,13414,,12,13,18,service,100,35,2190,4808,800.0,859.0,59.0,41.7299995
duty_13414_original,duty_13414,original,13414,,13,14,20,service,113,39,4808,2190,866.0,922.0,56.0,42.5
duty_13414_original,duty_13414,original,13414,,14,15,21,deadhead,,,2190,2190L,922.0,923.0,1.0,0.400000006
duty_13414_original,duty_13414,original,13414,,15,16,23,deadhead,,,2190L,2190,929.0,929.0,0.0,0.0
duty_13414_original,duty_13414,original,13414,,16,17,24,service,126,44,2190,4808,929.0,992.0,63.0,41.7299995
duty_13414_original,duty_13414,original,13414,,17,18,26,service,139,49,4808,2190,998.0,1057.0,59.0,42.5
duty_13414_original,duty_13414,original,13414,,18,19,28,deadhead,,,2190,2190L,1060.0,1061.0,1.0,0.400000006
duty_13414_original,duty_13414,original,13414,,19,20,30,deadhead,,,2190L,2190,1071.0,1071.0,0.0,0.0
duty_13414_original,duty_13414,original,13414,,20,21,31,service,154,54,2190,4808,1071.0,1128.0,57.0,41.7299995
duty_13414_original,duty_13414,original,13414,,21,22,33,service,165,58,4808,2190,1136.0,1189.0,53.0,42.5
duty_13414_original,duty_13414,original,13414,,22,23,34,deadhead,,,2190,ET_R,1189.0,1190.0,1.0,0.200000003
duty_13414_original,duty_13414,original,13414,,23,24,36,deadhead,,,ET_R,2190L,1226.0,1227.0,1.0,0.200000003
duty_13414_original,duty_13414,original,13414,,24,25,38,deadhead,,,2190L,2190,1235.0,1235.0,0.0,0.0
duty_13414_original,duty_13414,original,13414,,25,26,39,service,178,60,2190,4808,1235.0,1290.0,55.0,41.7299995
duty_13414_original,duty_13414,original,13414,,26,27,40,deadhead,,,4808,PARX,1290.0,1297.0,7.0,7.80000019
duty_13414_fee0,duty_13414,fee0,13414,1,0,1,0,deadhead,,,PARX,4808,318.0,325.0,7.0,7.8
duty_13414_fee0,duty_13414,fee0,13414,1,1,2,1,service,6,3,4808,2190,325.0,376.0,51.0,42.5
duty_13414_fee0,duty_13414,fee0,13414,1,2,3,2,deadhead,,,2190,2190L,376.0,376.0,0.0,0.0
duty_13414_fee0,duty_13414,fee0,13414,1,3,4,4,deadhead,,,2190L,2190,408.0,408.0,0.0,0.0
duty_13414_fee0,duty_13414,fee0,13414,1,4,5,5,service,22,8,2190,4808,408.0,465.0,57.0,41.7299995
duty_13414_fee0,duty_13414,fee0,13414,1,5,6,9,service,35,13,4808,2190,472.0,532.0,60.0,42.5
duty_13414_fee0,duty_13414,fee0,13414,1,6,7,10,deadhead,,,2190,2190L,532.0,532.0,0.0,0.0
duty_13414_fee0,duty_13414,fee0,13414,1,7,8,12,deadhead,,,2190L,2190,539.0,539.0,0.0,0.0
duty_13414_fee0,duty_13414,fee0,13414,1,8,9,13,service,48,17,2190,4808,539.0,597.0,58.0,41.7299995
duty_13414_fee0,duty_13414,fee0,13414,1,9,10,19,service,61,21,4808,2190,604.0,659.0,55.0,42.5
duty_13414_fee0,duty_13414,fee0,13414,1,10,11,20,deadhead,,,2190,2190L,659.0,659.0,0.0,0.0
duty_13414_fee0,duty_13414,fee0,13414,1,11,12,24,deadhead,,,2190L,2190,669.0,669.0,0.0,0.0
duty_13414_fee0,duty_13414,fee0,13414,1,12,13,25,service,74,26,2190,4808,669.0,727.0,58.0,41.7299995
duty_13414_fee0,duty_13414,fee0,13414,1,13,14,29,service,87,31,4808,2190,734.0,789.0,55.0,42.5
duty_13414_fee0,duty_13414,fee0,13414,1,14,15,30,deadhead,,,2190,2190L,789.0,789.0,0.0,0.0
duty_13414_fee0,duty_13414,fee0,13414,1,15,16,32,deadhead,,,2190L,2190,800.0,800.0,0.0,0.0
duty_13414_fee0,duty_13414,fee0,13414,1,16,17,33,service,100,35,2190,4808,800.0,859.0,59.0,41.7299995
duty_13414_fee0,duty_13414,fee0,13414,1,17,18,37,service,113,39,4808,2190,866.0,922.0,56.0,42.5
duty_13414_fee0,duty_13414,fee0,13414,1,18,19,38,deadhead,,,2190,2190L,922.0,922.0,0.0,0.0
duty_13414_fee0,duty_13414,fee0,13414,1,19,20,40,deadhead,,,2190L,2190,929.0,929.0,0.0,0.0
duty_13414_fee0,duty_13414,fee0,13414,1,20,21,41,service,126,44,2190,4808,929.0,992.0,63.0,41.7299995
duty_13414_fee0,duty_13414,fee0,13414,1,21,22,45,service,139,49,4808,2190,998.0,1057.0,59.0,42.5
duty_13414_fee0,duty_13414,fee0,13414,1,22,23,46,deadhead,,,2190,2190L,1057.0,1057.0,0.0,0.0
duty_13414_fee0,duty_13414,fee0,13414,1,23,24,48,deadhead,,,2190L,2190,1071.0,1071.0,0.0,0.0
duty_13414_fee0,duty_13414,fee0,13414,1,24,25,49,service,154,54,2190,4808,1071.0,1128.0,57.0,41.7299995
duty_13414_fee0,duty_13414,fee0,13414,1,25,26,53,service,165,58,4808,2190,1136.0,1189.0,53.0,42.5
duty_13414_fee0,duty_13414,fee0,13414,1,26,27,54,deadhead,,,2190,PARX,1189.0,1208.0,19.0,28.0
duty_13414_fee5,duty_13414,fee5,13414,0,0,1,0,deadhead,,,PARX,4808,404.0,411.0,7.0,7.8
duty_13414_fee5,duty_13414,fee5,13414,0,1,2,1,service,23,9,4808,2190,411.0,469.0,58.0,42.5
duty_13414_fee5,duty_13414,fee5,13414,0,2,3,2,deadhead,,,2190,2190L,469.0,469.0,0.0,0.0
duty_13414_fee5,duty_13414,fee5,13414,0,3,4,4,deadhead,,,2190L,2190,480.0,480.0,0.0,0.0
duty_13414_fee5,duty_13414,fee5,13414,0,4,5,5,service,36,14,2190,4808,480.0,539.0,59.0,41.7299995
duty_13414_fee5,duty_13414,fee5,13414,0,5,6,9,service,49,18,4808,2190,546.0,602.0,56.0,42.5
duty_13414_fee5,duty_13414,fee5,13414,0,6,7,10,deadhead,,,2190,2190L,602.0,602.0,0.0,0.0
duty_13414_fee5,duty_13414,fee5,13414,0,7,8,12,deadhead,,,2190L,2190,640.0,640.0,0.0,0.0
duty_13414_fee5,duty_13414,fee5,13414,0,8,9,13,service,68,24,2190,4808,640.0,697.0,57.0,41.7299995
duty_13414_fee5,duty_13414,fee5,13414,0,9,10,17,service,81,29,4808,2190,704.0,759.0,55.0,42.5
duty_13414_fee5,duty_13414,fee5,13414,0,10,11,18,deadhead,,,2190,2190L,759.0,759.0,0.0,0.0
duty_13414_fee5,duty_13414,fee5,13414,0,11,12,22,deadhead,,,2190L,2190,800.0,800.0,0.0,0.0
duty_13414_fee5,duty_13414,fee5,13414,0,12,13,23,service,100,35,2190,4808,800.0,859.0,59.0,41.7299995
duty_13414_fee5,duty_13414,fee5,13414,0,13,14,27,service,113,39,4808,2190,866.0,922.0,56.0,42.5
duty_13414_fee5,duty_13414,fee5,13414,0,14,15,28,deadhead,,,2190,2190L,922.0,922.0,0.0,0.0
duty_13414_fee5,duty_13414,fee5,13414,0,15,16,30,deadhead,,,2190L,2190,929.0,929.0,0.0,0.0
duty_13414_fee5,duty_13414,fee5,13414,0,16,17,31,service,126,44,2190,4808,929.0,992.0,63.0,41.7299995
duty_13414_fee5,duty_13414,fee5,13414,0,17,18,35,service,139,49,4808,2190,998.0,1057.0,59.0,42.5
duty_13414_fee5,duty_13414,fee5,13414,0,18,19,36,deadhead,,,2190,2190L,1057.0,1057.0,0.0,0.0
duty_13414_fee5,duty_13414,fee5,13414,0,19,20,38,deadhead,,,2190L,2190,1071.0,1071.0,0.0,0.0
duty_13414_fee5,duty_13414,fee5,13414,0,20,21,39,service,154,54,2190,4808,1071.0,1128.0,57.0,41.7299995
duty_13414_fee5,duty_13414,fee5,13414,0,21,22,43,service,165,58,4808,2190,1136.0,1189.0,53.0,42.5
duty_13414_fee5,duty_13414,fee5,13414,0,22,23,44,deadhead,,,2190,2190L,1189.0,1189.0,0.0,0.0
duty_13414_fee5,duty_13414,fee5,13414,0,23,24,48,deadhead,,,2190L,2190,1235.0,1235.0,0.0,0.0
duty_13414_fee5,duty_13414,fee5,13414,0,24,25,49,service,178,60,2190,4808,1235.0,1290.0,55.0,41.7299995
duty_13414_fee5,duty_13414,fee5,13414,0,25,26,50,deadhead,,,4808,PARX,1290.0,1297.0,7.0,7.8
